,Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,sentiments,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
669,American Sniper,2014,72,84.695,Clint Eastwood,"Bradley Cooper, Sienna Miller, Jake McDorman, Luke Grimes",U.S. Navy SEAL Chris Kyle (Bradley Cooper) takes his sole mission -- protect his comrades -- to heart and becomes...,positive,547326372.0,Drama,7.3,72.0,133.0,474604.0
670,War Horse,2011,75,83.922,Steven Spielberg,"Emily Watson, David Thewlis, Jeremy Irvine, Peter Mullan","Albert (Jeremy Irvine) and his beloved horse, Joey, live on a farm in the British countryside. At the outbreak of...",positive,156815529.0,Drama,7.2,72.0,146.0,155757.0
671,The Thin Red Line,1998,81,85.383,Terrence Malick,"Sean Penn, Adrien Brody, Jim Caviezel, Ben Chaplin","In 1942, Private Witt (Jim Caviezel) is a U.S. Army absconder living peacefully with the locals of a small South...",positive,97709034.0,Drama,7.6,78.0,170.0,185389.0
672,Lone Survivor,2013,75,83.882,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Eric Bana, Emile Hirsch","In 2005 Afghanistan, Navy SEALs Marcus Luttrell (Mark Wahlberg), Michael Murphy (Taylor Kitsch), Danny Dietz (Emile Hirsch) and Matthew ""Axe""...",positive,149804632.0,Drama,7.5,60.0,121.0,282733.0
673,Private Benjamin,1980,82,84.459,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber","A Jewish-American princess, Judy Benjamin (Goldie Hawn), is devastated when her husband (Albert Brooks) drops dead on their wedding night....",negative,69847348.0,Comedy,6.2,59.0,109.0,26081.0
674,Fury,2014,76,87.512,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña","In April 1945, the Allies are making their final push in the European theater. A battle-hardened Army sergeant named Don...",positive,210315681.0,Drama,7.5,64.0,134.0,472785.0
675,The Curious Case of Benjamin Button,2008,71,82.104,David Fincher,"Brad Pitt, Cate Blanchett, Taraji P. Henson, Julia Ormond","Born under unusual circumstances, Benjamin Button (Brad Pitt) springs into being as an elderly man in a New Orleans nursing...",positive,329631958.0,Drama,7.8,70.0,166.0,635168.0
676,Prometheus,2012,73,87.166,Ridley Scott,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba",The discovery of a clue to mankind's origins on Earth leads a team of explorers to the darkest parts of...,positive,402448265.0,Sci-Fi,7.0,64.0,124.0,598871.0
677,Signs,2002,74,82.277,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Cherry Jones, Rory Culkin",Everything that farmer Graham Hess (Mel Gibson) assumed about the world is changed when he discovers a message - an...,negative,408250578.0,Drama,6.8,59.0,106.0,357129.0
678,Crash,2004,74,83.626,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito","Writer-director Paul Haggis interweaves several connected stories about race, class, family and gender in Los Angeles in the aftermath of...",positive,101173038.0,Drama,6.4,50.0,100.0,58635.0
679,"O Brother, Where Art Thou?",2000,78,83.562,Joel Coen,"George Clooney, John Turturro, Tim Blake Nelson, John Goodman",Ulysses Everett McGill (George Clooney) is having difficulty adjusting to his hard-labor sentence in Mississippi. He scams his way off...,negative,75763814.0,Comedy,7.7,69.0,107.0,306675.0
680,Late Night,2019,80,97.717,Nisha Ganatra,"Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy",A late-night talk show host's world is turned upside down when she hires her first and only female staff writer....,negative,22373378.0,Comedy,6.5,70.0,102.0,36532.0
681,Road to Perdition,2002,81,88.448,Sam Mendes,"Tom Hanks, Paul Newman, Jude Law, Jennifer Jason Leigh","Mike Sullivan (Tom Hanks) is an enforcer for powerful Depression-era Midwestern mobster John Rooney (Paul Newman). Rooney's son, Connor (Daniel...",positive,183354514.0,Drama,7.7,72.0,117.0,263567.0
682,The Report,2019,82,97.144,Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Ted Levine",FBI agent Daniel Jones performs an exhaustive investigation into the CIA's use of torture on suspected terrorists....,positive,242788.0,Drama,7.2,66.0,119.0,41779.0
683,Blow Out,1981,85,87.765,Brian De Palma,"John Travolta, Nancy Allen, John Lithgow, Dennis Franz","While recording sound effects for a slasher flick, Jack Terri (John Travolta) stumbles upon a real-life horror: a car careening...",negative,13747988.0,Drama,7.4,86.0,108.0,51467.0
684,Courage Under Fire,1996,85,87.898,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty","During the 1991 Gulf War, Lieutenant Colonel Nathaniel Serling (Denzel Washington) accidentally caused a friendly fire incident, a mistake that...",negative,100833145.0,Drama,6.6,77.0,116.0,54275.0
685,The Courier,2020,85,95.259,Dominic Cooke,"Benedict Cumberbatch, Merab Ninidze, Vladimir Chuprikov, James Schofield","THE COURIER is a true-life spy thriller, the story of an unassuming British businessman Greville Wynne (Benedict Cumberbatch) recruited into...",positive,10862200.0,Thriller,7.1,65.0,112.0,55138.0
686,The Joy Luck Club,1993,86,91.987,Wayne Wang,"Rosalind Chao, Tamlyn Tomita, France Nuyen, Vivian Wu","In San Francisco, a group of aging Chinese women (Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu) meet regularly to...",negative,32790064.0,Drama,7.7,84.0,139.0,16590.0
687,The Sixth Sense,1999,86,93.027,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",Young Cole Sear (Haley Joel Osment) is haunted by a dark secret: he is visited by ghosts. Cole is frightened...,positive,672806292.0,Drama,8.2,64.0,107.0,969029.0
688,Cedar Rapids,2011,86,91.6,Miguel Arteta,"Ed Helms, John C. Reilly, Anne Heche, Isiah Whitlock Jr.","Insurance agent Tim Lippe (Ed Helms) is sublimely naive: He has never stayed in a hotel, has never flown in...",negative,7862131.0,Comedy,6.3,70.0,87.0,37850.0
689,Garden State,2004,86,93.787,Zach Braff,"Zach Braff, Ian Holm, Ron Leibman, Method Man","After many years away, television bit part actor Andrew Largeman (Zach Braff) returns to his small home town in New...",positive,36028802.0,Comedy,7.4,67.0,102.0,215118.0
690,Beasts of the Southern Wild,2012,86,95.173,Benh Zeitlin,"Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes","Six-year-old Hushpuppy (Quvenzhané Wallis) lives with her father, Wink (Dwight Henry), in a remote Delta community. Wink is a stern...",positive,23265132.0,Adventure,7.2,86.0,93.0,83094.0
691,Platoon,1986,87,93.636,Oliver Stone,"Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker",Chris Taylor (Charlie Sheen) leaves his university studies to enlist in combat duty in Vietnam in 1967. Once he's on...,positive,137978395.0,Drama,8.1,92.0,120.0,406664.0
692,Brittany Runs a Marathon,2019,88,99.44,Paul Downs Colaizzo,"Jillian Bell, Utkarsh Ambudkar, Michaela Watkins, Lil Rel Howery",A hard-partying woman receives a startling wake-up call when a visit to the doctor reveals how unhealthy she is. Motivated...,positive,7422058.0,Comedy,6.8,72.0,104.0,19640.0
693,Words on Bathroom Walls,2020,89,93.826,Thor Freudenthal,"Charlie Plummer, Taylor Russell, Andy Garcia, AnnaSophia Robb","Diagnosed with a mental illness during his senior year of high school, a witty, introspective teen struggles to keep it...",positive,3117353.0,Drama,7.1,61.0,110.0,9245.0
694,Compliance,2012,89,94.043,Craig Zobel,"Ann Dowd, Dreama Walker, Pat Healy, Bill Camp","A fast-food worker (Dreama Walker) who's accused of theft is put through the wringer as her boss (Ann Dowd), at...",positive,830700.0,Drama,6.4,68.0,90.0,34292.0
695,Cast Away,2000,89,93.734,Robert Zemeckis,"Tom Hanks, Helen Hunt, Nick Searcy, Lari White",Obsessively punctual FedEx executive Chuck Noland (Tom Hanks) is en route to an assignment in Malaysia when his plane crashes...,positive,427230516.0,Drama,7.8,73.0,143.0,575984.0
696,Lincoln,2012,89,100.939,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt","With the nation embroiled in still another year with the high death count of Civil War, President Abraham Lincoln brings...",positive,273346281.0,Drama,7.3,86.0,150.0,258003.0
697,You Were Never Really Here,2017,89,106.718,Lynne Ramsay,"Joaquin Phoenix, Ekaterina Samsonov, Alessandro Nivola, Alex Manette",A contract killer uncovers a conspiracy while trying to save a kidnapped teen from a life of prostitution....,negative,10891281.0,Drama,6.8,84.0,89.0,116972.0
698,District 9,2009,90,102.866,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood","Thirty years ago, aliens arrive on Earth -- not to conquer or give aid, but -- to find refuge from...",negative,212453431.0,Sci-Fi,7.9,81.0,112.0,670553.0
699,Zero Dark Thirty,2012,91,104.052,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Joel Edgerton, Jennifer Ehle","Following the terrorist attacks of Sept. 11, 2001, Osama bin Laden becomes one of the most-wanted men on the planet....",negative,134612435.0,Drama,7.4,95.0,157.0,293996.0
700,Cold War,2018,92,106.742,Pawel Pawlikowski,"Joanna Kulig, Tomasz Kot, Borys Szyc, Agata Kulesza","Set against the backdrop of the 1950s Cold War in Poland, two people of differing backgrounds and temperaments begin an...",positive,45249153.0,Drama,7.5,90.0,89.0,55790.0
701,Inside Llewyn Davis,2013,92,103.31,Joel Coen,"Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund","In 1961 New York City, folk singer Llewyn Davis (Oscar Isaac) is at a crossroads. Guitar in hand, he struggles...",positive,32943247.0,Comedy,7.4,93.0,104.0,151740.0
702,Paper Moon,1973,93,96.571,Peter Bogdanovich,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman",Real-life father and daughter Ryan and Tatum O'Neal team up as slick con-artists Moses Pray and Addie Loggins in 1930s...,positive,30933991.0,Comedy,8.1,77.0,102.0,46887.0
703,Charade,1963,94,98.965,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn",After Regina Lampert (Audrey Hepburn) falls for the dashing Peter Joshua (Cary Grant) on a skiing holiday in the French...,negative,13474929.0,Comedy,7.9,83.0,113.0,75950.0
704,Honey Boy,2019,95,108.747,Alma Har'el,"Shia LaBeouf, Lucas Hedges, Noah Jupe, Byron Bowers","When 12-year-old Otis begins to find success as a television star, his abusive, alcoholic father returns and takes over as...",negative,3415542.0,Drama,7.2,73.0,94.0,36200.0
705,Tangerine,2015,96,102.331,Sean Baker,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan","After hearing that her boyfriend/pimp cheated on her while she was in jail, a hooker and her best friend set...",negative,935900.0,Comedy,7.1,86.0,88.0,31479.0
706,Love & Friendship,2016,96,109.612,Whit Stillman,"Kate Beckinsale, Xavier Samuel, Morfydd Clark, Emma Greenwell","In the 18th century, the seductive and manipulative Lady Susan (Kate Beckinsale) uses devious tactics to win the heart of...",negative,23934375.0,Comedy,6.4,87.0,90.0,24730.0
707,Paterson,2016,96,115.118,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Barry Shabaka Henley, Cliff Smith","Paterson (Adam Driver) is a hardworking bus driver in Paterson, N.J., who follows the same routine every day. He observes...",positive,10727536.0,Comedy,7.3,90.0,118.0,80099.0
708,Manchester by the Sea,2016,96,119.308,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges","After the death of his older brother Joe, Lee Chandler (Casey Affleck) is shocked that Joe has made him sole...",positive,77733867.0,Drama,7.8,96.0,137.0,274046.0
709,Sideways,2004,97,105.631,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh","Struggling writer and wine enthusiast Miles (Paul Giamatti) takes his engaged friend, Jack (Thomas Haden Church), on a trip to...",positive,109726800.0,Comedy,7.5,94.0,127.0,189351.0
710,Sound of Metal,2019,97,117.007,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Mathieu Amalric","During a series of adrenaline-fueled one-night gigs, itinerant punk-metal drummer Ruben (Riz Ahmed) begins to experience intermittent hearing loss. When...",positive,516819.0,Drama,7.7,82.0,120.0,119242.0
711,The Big Sick,2017,98,121.569,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano","Kumail is a Pakistani comic, who meets an American graduate student named Emily at one of his stand-up shows. As...",positive,56868677.0,Comedy,7.5,86.0,120.0,132924.0
712,Stand by Me,1986,91,96.214,Rob Reiner,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell","After learning that a stranger has been accidentally killed near their rural homes, four Oregon boys decide to go see...",negative,52287766.0,Drama,8.1,75.0,89.0,393352.0
713,I Am Mother,2019,91,93.894,Grant Sputore,"Hilary Swank, Clara Rugaard, Rose Byrne, Tahlia Sturzaker",A teenage girl is raised by a robot designed to repopulate Earth. Their bond is tested when a stranger arrives...,negative,263452.0,Drama,6.7,64.0,113.0,88872.0
714,Full Metal Jacket,1987,92,97.375,Stanley Kubrick,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey","Stanley Kubrick's take on the Vietnam War follows smart-aleck Private Davis (Matthew Modine), quickly christened ""Joker"" by his foul-mouthed drill...",positive,45015999.0,Drama,8.3,76.0,116.0,724229.0
715,There Will Be Blood,2007,91,101.444,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds","Silver miner Daniel Plainview (Daniel Day-Lewis) leads a hardscrabble life with his son, H.W. (Dillon Freasier). When he hears about...",positive,77208711.0,Drama,8.2,93.0,158.0,569777.0
716,The Disaster Artist,2017,91,117.27,James Franco,"James Franco, Dave Franco, Seth Rogen, Zac Efron",The incredible true story of aspiring filmmaker and Hollywood outsider Tommy Wiseau as he and his best friend defiantly pursue...,positive,28717667.0,Comedy,7.3,76.0,104.0,150852.0
717,Phantom Thread,2017,91,113.203,Paul Thomas Anderson,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville, Camilla Rutherford",Renowned dressmaker Reynolds Woodcock and his sister Cyril are at the center of British fashion in 1950s London -- dressing...,positive,47812199.0,Drama,7.4,90.0,130.0,128812.0
718,Mindhorn,2016,92,93.935,Sean Foley,"Julian Barratt, Essie Davis, Andrea Riseborough, Harriet Walter","A has-been actor, known for playing British detective Mindhorn, works alongside the police to catch a serial killer who will...",positive,816452.0,Thriller,6.3,70.0,89.0,12617.0
719,Beasts of No Nation,2015,92,101.803,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Opeyemi Fagbohungbe, Kurt Egyiawan","As civil war rages in Africa, a fierce warlord (Idris Elba) trains a young orphan (Abraham Attah) to join his...",positive,90777.0,Drama,7.7,79.0,137.0,80228.0
720,Silver Linings Playbook,2012,92,102.814,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver","After losing his job and wife, and spending time in a mental institution, Pat Solatano (Bradley Cooper) winds up living...",positive,236412453.0,Comedy,7.7,81.0,122.0,698606.0
721,Uncut Gems,2019,92,112.693,Benny Safdie,"Adam Sandler, LaKeith Stanfield, Julia Fox, Kevin Garnett",A charismatic jeweler makes a high-stakes bet that could lead to the windfall of a lifetime. In a precarious high-wire...,positive,50023780.0,Drama,7.4,91.0,135.0,266492.0
722,Dunkirk,2017,92,128.499,Christopher Nolan,"Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles","In May 1940, Germany advanced into France, trapping Allied troops on the beaches of Dunkirk. Under air and ground cover...",positive,518058826.0,Drama,7.8,94.0,106.0,632364.0
723,Hush,2016,93,95.453,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan",A deaf woman is stalked by a killer in her home....,negative,13587246.0,Horror,6.6,67.0,82.0,126685.0
724,Saving Private Ryan,1998,93,100.748,Steven Spielberg,"Tom Hanks, Edward Burns, Tom Sizemore, Jeremy Davies","Captain John Miller (Tom Hanks) takes his men behind enemy lines to find Private James Ryan, whose three brothers have...",positive,485035085.0,Drama,8.6,91.0,169.0,1346544.0
725,Midnight in Paris,2011,93,101.194,Woody Allen,"Owen Wilson, Rachel McAdams, Marion Cotillard, Michael Sheen","Gil Pender (Owen Wilson) is a screenwriter and aspiring novelist. Vacationing in Paris with his fiancee (Rachel McAdams), he has...",negative,162275213.0,Comedy,7.7,81.0,94.0,416343.0
726,Hugo,2011,93,101.604,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz","Orphaned and alone except for an uncle, Hugo Cabret (Asa Butterfield) lives in the walls of a train station in...",negative,180047784.0,Drama,7.5,83.0,126.0,319496.0
727,Looper,2012,93,104.254,Rian Johnson,"Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano","In a future society, time-travel exists, but it's only available to those with the means to pay for it on...",positive,170466405.0,Drama,7.4,84.0,119.0,567012.0
728,Sorry to Bother You,2018,93,112.213,Boots Riley,"Lakeith Stanfield, Tessa Thompson, Jermaine Fowler, Omari Hardwick","In an alternate reality of present-day Oakland, Calif., telemarketer Cassius Green finds himself in a macabre universe after he discovers...",positive,18285560.0,Comedy,6.9,80.0,112.0,75961.0
729,Midnight Run,1988,94,97.381,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton",When Eddie Moscone (Joe Pantoliano) hires tight-lipped bounty hunter Jack Walsh (Robert De Niro) to locate a mob accountant named...,negative,81613606.0,Comedy,7.5,78.0,126.0,84883.0
730,Sword of Trust,2019,94,99.616,Lynn Shelton,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell",A cantankerous pawnshop owner and his man-child employee team up with an out-of-town couple who are trying to hawk a...,positive,322598.0,Comedy,6.3,70.0,88.0,3665.0
